##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-10-17/vertex_ai/gemini-2.5-flash/4_1_prompt_fully_created_by_AI_2025-10-17_17-28-38_Noria.ttl
Number of Nodes : 214
Number of edges : 494
cumulative number of nodes : 214
degree_histogram : [0, 44, 31, 25, 31, 26, 9, 12, 7, 7, 7, 1, 5, 0, 0, 4, 2, 1, 0, 0, 0, 0, 0, 2]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.010837611337808785
cumulative density : 0.010837611337808785
Average degree connectivity : {2: 2.0, 10: 4.5, 9: 4.396825396825397, 3: 4.226666666666667, 11: 2.0, 6: 5.222222222222222, 4: 7.080645161290323, 12: 5.066666666666666, 7: 3.1785714285714284, 15: 2.5166666666666666, 16: 1.9375, 1: 0.8636363636363636, 5: 5.007692307692308, 23: 1.7173913043478262, 17: 2.5294117647058822, 8: 4.053571428571429}
#### Subject, Object, predicate ####
ProductModel1,organization,{'label': 'productManufacturedBy', 'color': 'white'}
ChangeRequest3,StandardProcedure,{'label': 'changeRequestSpecification', 'color': 'white'}
ChangeRequest3,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
TroubleTicket2,NL6,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket2,Failure,{'label': 'troubleTicketType', 'color': 'white'}
TroubleTicket2,Resource2,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket2,Service1,{'label': 'troubleTicketImpacts', 'color': 'white'}
TroubleTicket2,P1,{'label': 'troubleTicketPriority', 'color': 'white'}
TroubleTicket2,EventRecord2,{'label': 'troubleTicketTrigger', 'color': 'white'}
TroubleTicket2,Major,{'label': 'troubleTicketSeverity', 'color': 'white'}
TroubleTicket2,Agent2,{'label': 'troubleTicketRelatedParty', 'color': 'white'}
TroubleTicket2,Supervision,{'label': 'troubleTicketOrigin', 'color': 'white'}
TroubleTicket2,InProgress,{'label': 'troubleTicketStatusCurrent', 'color': 'white'}
ChangeRequest4,Resource4,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest4,Agent5,{'label': 'changeRequestActorParty', 'color': 'white'}
ChangeRequest4,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
ChangeRequest4,Planned,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
Application7,network-service,{'label': 'applicationType', 'color': 'white'}
Application7,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
ApplicationModule3,Application3,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule3,Agent13,{'label': 'applicationModuleAdministrationLeader', 'color': 'white'}
ApplicationModule3,Development,{'label': 'applicationModuleStatus', 'color': 'white'}
Resource3,Server,{'label': 'resourceType', 'color': 'white'}
Resource3,ProductModel5,{'label': 'resourceProductModel', 'color': 'white'}
Resource3,Locus2,{'label': 'locatedAtLocus', 'color': 'white'}
Resource3,Application10,{'label': 'resourceForApplication', 'color': 'white'}
Resource3,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource3,Application2,{'label': 'resourceForApplication', 'color': 'white'}
Resource3,Agent3,{'label': 'resourceManagedBy', 'color': 'white'}
Resource3,Resource9,{'label': 'clusterController', 'color': 'white'}
Resource6,Locus1,{'label': 'locatedAtLocus', 'color': 'white'}
Resource6,Agent16,{'label': 'resourceManagedBy', 'color': 'white'}
Resource6,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource6,Application10,{'label': 'resourceForApplication', 'color': 'white'}
Resource6,Server,{'label': 'resourceType', 'color': 'white'}
Resource6,ProductModel5,{'label': 'resourceProductModel', 'color': 'white'}
NI9_R8,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI9_R8,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
NI9_R8,Resource8,{'label': 'networkInterfaceOf', 'color': 'white'}
Application2,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
Application2,business-application,{'label': 'applicationType', 'color': 'white'}
Agent16,Resource6,{'label': 'agentManagesResource', 'color': 'white'}
NL10,Agent4,{'label': 'resourceManagedBy', 'color': 'white'}
NL10,NI13_R12,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL10,NI3_R2,{'label': 'networkInterfaceConnects', 'color': 'white'}
OperationPlan4,ActionPostCondition1_OP4,{'label': 'operationPlanPostCondition', 'color': 'white'}
OperationPlan4,ActionPreCondition1_OP4,{'label': 'operationPlanPreCondition', 'color': 'white'}
EventRecord8,Informational,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord8,ChangeRequest5,{'label': 'references', 'color': 'white'}
EventRecord8,Agent6,{'label': 'logOriginatingAgent', 'color': 'white'}
EventRecord8,Application4,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord8,Resource8,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord2_TT1_Resolved,Resource1,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord2_TT1_Resolved,Informational,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord2_TT1_Resolved,TroubleTicket1,{'label': 'alarmMitigatedBy', 'color': 'white'}
EventRecord2_TT1_Resolved,Application4,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
TroubleTicketNote1_TT2,TroubleTicket2,{'label': 'isPartOf', 'color': 'white'}
TroubleTicketNote1_TT2,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
TroubleTicketNote1_TT2,Internal,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
OperationPlan3,ActionPreCondition1_OP3,{'label': 'operationPlanPreCondition', 'color': 'white'}
OperationPlan3,ActionPostCondition1_OP3,{'label': 'operationPlanPostCondition', 'color': 'white'}
ProductModel5,organization,{'label': 'productManufacturedBy', 'color': 'white'}
ApplicationModule9,Agent1,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
ApplicationModule9,Application9,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule9,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
Agent1,Email,{'label': 'agentPreferredContactMethod', 'color': 'white'}
Agent1,Resource1,{'label': 'agentManagesResource', 'color': 'white'}
ApplicationModule4,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
ApplicationModule4,Agent14,{'label': 'applicationModuleSupportTeam', 'color': 'white'}
ApplicationModule4,Application4,{'label': 'applicationModuleOf', 'color': 'white'}
Locus4,Room3,{'label': 'bot#hasSpace', 'color': 'white'}
Room3,bot#Site2,{'label': 'bot#hasSpace', 'color': 'white'}
NI14_R13,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI14_R13,Resource13,{'label': 'networkInterfaceOf', 'color': 'white'}
NI14_R13,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
jsmith,Agent7,{'label': 'holdsAccount', 'color': 'white'}
Resource11,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource11,Application8,{'label': 'resourceForApplication', 'color': 'white'}
Resource11,Agent15,{'label': 'resourceManagedBy', 'color': 'white'}
Resource11,Locus4,{'label': 'locatedAtLocus', 'color': 'white'}
Resource11,Server,{'label': 'resourceType', 'color': 'white'}
Resource11,ProductModel5,{'label': 'resourceProductModel', 'color': 'white'}
ApplicationModule10,Agent3,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
ApplicationModule10,Application10,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule10,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
NL11,NI4_R3,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL11,NI14_R13,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL11,Agent4,{'label': 'resourceManagedBy', 'color': 'white'}
Room4,bot#Site3,{'label': 'bot#hasSpace', 'color': 'white'}
Application4,high,{'label': 'applicationBusinessImportance', 'color': 'white'}
Application4,infrastructure,{'label': 'applicationType', 'color': 'white'}
EventRecord3,Resource3,{'label': 'logOriginatingManagedObject', 'color': 'white'}
EventRecord3,Warning,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord3,TroubleTicket3,{'label': 'references', 'color': 'white'}
EventRecord3,Application4,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
NL4,NI5_R4,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL4,Agent3,{'label': 'resourceManagedBy', 'color': 'white'}
NL4,NI4_R3,{'label': 'networkInterfaceConnects', 'color': 'white'}
ProductModel7,organization,{'label': 'productManufacturedBy', 'color': 'white'}
NI6_R5,Resource5,{'label': 'networkInterfaceOf', 'color': 'white'}
NI6_R5,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
NI6_R5,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI15_R14,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
NI15_R14,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI15_R14,Resource14,{'label': 'networkInterfaceOf', 'color': 'white'}
Agent14,Resource10,{'label': 'agentManagesResource', 'color': 'white'}
restart_dns_command,Resource1,{'label': 'logOriginatingManagedObject', 'color': 'white'}
restart_dns_command,Agent1,{'label': 'logOriginatingAgent', 'color': 'white'}
ProductModel8,organization,{'label': 'productManufacturedBy', 'color': 'white'}
ProductModel2,organization,{'label': 'productManufacturedBy', 'color': 'white'}
TroubleTicketNote1_TT3,Customer,{'label': 'troubleTicketNoteCommentType', 'color': 'white'}
TroubleTicketNote1_TT3,TroubleTicket3,{'label': 'isPartOf', 'color': 'white'}
TroubleTicketNote1_TT3,Diagnosis,{'label': 'troubleTicketNoteOperationType', 'color': 'white'}
OperationPlan2,ActionPostCondition1_OP2,{'label': 'operationPlanPostCondition', 'color': 'white'}
OperationPlan2,ActionPreCondition1_OP2,{'label': 'operationPlanPreCondition', 'color': 'white'}
NL9,NI2_R2,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL9,NI12_R10,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL9,Agent14,{'label': 'resourceManagedBy', 'color': 'white'}
Agent11,Resource9,{'label': 'agentManagesResource', 'color': 'white'}
Locus5,Room4,{'label': 'bot#hasSpace', 'color': 'white'}
ProductModel3,organization,{'label': 'productManufacturedBy', 'color': 'white'}
Application10,platform,{'label': 'applicationType', 'color': 'white'}
Application10,medium,{'label': 'applicationBusinessImportance', 'color': 'white'}
NI8_R6,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
NI8_R6,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI8_R6,Resource6,{'label': 'networkInterfaceOf', 'color': 'white'}
ApplicationModule1,Agent2,{'label': 'applicationModuleAdministrationTeam', 'color': 'white'}
ApplicationModule1,Application1,{'label': 'applicationModuleOf', 'color': 'white'}
ApplicationModule1,InProduction,{'label': 'applicationModuleStatus', 'color': 'white'}
Service3,ResourceFacingService,{'label': 'serviceType', 'color': 'white'}
Service3,ApplicationModule3,{'label': 'subSystemOf', 'color': 'white'}
Service3,ApplicationModule8,{'label': 'subSystemOf', 'color': 'white'}
tt1_freeze_start,TroubleTicket1,{'label': 'references', 'color': 'white'}
NI1_R1,Enabled,{'label': 'networkInterfaceAdministrativeStatus', 'color': 'white'}
NI1_R1,Resource1,{'label': 'networkInterfaceOf', 'color': 'white'}
NI1_R1,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NL7,NI4_R3,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL7,Agent11,{'label': 'resourceManagedBy', 'color': 'white'}
NL7,NI11_R9,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL8,NI10_R9,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL8,NI7_R5,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL8,Agent11,{'label': 'resourceManagedBy', 'color': 'white'}
ChangeRequest5,InternalIntervention,{'label': 'changeRequestCategory', 'color': 'white'}
ChangeRequest5,Planned,{'label': 'changeRequestStatusCurrent', 'color': 'white'}
ChangeRequest5,EventRecord8,{'label': 'documentStatusHistory', 'color': 'white'}
ChangeRequest5,Application1,{'label': 'changeRequestImpact', 'color': 'white'}
ChangeRequest5,Agent20,{'label': 'changeRequestActorParty', 'color': 'white'}
ChangeRequest5,Agent6,{'label': 'changeRequestInitiatorParty', 'color': 'white'}
tt1_freeze_end,TroubleTicket1,{'label': 'references', 'color': 'white'}
EventRecord9,Application4,{'label': 'logOriginatingManagementSystem', 'color': 'white'}
EventRecord9,TroubleTicket6,{'label': 'references', 'color': 'white'}
EventRecord9,Critical,{'label': 'alarmSeverity', 'color': 'white'}
EventRecord9,Resource12,{'label': 'logOriginatingManagedObject', 'color': 'white'}
Service4,ApplicationModule4,{'label': 'subSystemOf', 'color': 'white'}
Service4,ResourceFacingService,{'label': 'serviceType', 'color': 'white'}
Service4,ApplicationModule6,{'label': 'subSystemOf', 'color': 'white'}
ProductModel10,organization,{'label': 'productManufacturedBy', 'color': 'white'}
jdoe,Agent6,{'label': 'holdsAccount', 'color': 'white'}
#### NODES #### :214
['ProductModel1', 'organization', 'Resource8', 'Router', 'NL1', 'Agent2', 'EventRecord7', 'ApplicationModule2', 'NI5_R4', 'Resource4', 'ChangeRequest1', 'EventRecord6', 'TroubleTicketNote2_TT1', 'Internal', 'Application1', 'NI13_R12', 'Enabled', 'TroubleTicket3', 'P2', 'ApplicationModule5', 'Application5', 'Resource2', 'TroubleTicket1', 'Application9', 'TroubleTicket6', 'Service5', 'Agent4', 'ChangeRequest2', 'NewFeature', 'ontology', 'accepted', 'NL3', 'NI7_R5', 'noria-0.2', 'Service2', 'ApplicationModule8', 'EventRecord2_TT5_Resolved', 'Application6', 'infrastructure', 'EventRecord5', 'TroubleTicket5', 'NI11_R9', 'Resource1', 'Locus1', 'Critical', 'Up', 'Resource14', 'Application3', 'Resource5', 'Locus3', 'ProductModel9', 'TroubleTicketNote1_TT5', 'InProgress', 'Warning', 'TroubleTicketNote1_TT1', 'Diagnosis', 'ProductModel6', 'Application8', 'TroubleTicket4', 'EventRecord4', 'TroubleTicket7', 'Failure', 'NI4_R3', 'noria-0.3', 'Locus2', 'Room1', 'NI2_R2', 'ApplicationModule7', 'EventRecord2', 'Major', 'NI3_R2', 'NL2', 'Agent12', 'Resource15', 'Agent5', 'ApplicationModule6', 'InProduction', 'EventRecord1', 'TroubleTicket8', 'EventRecord11', 'Resource12', 'Firewall', 'high', 'NL12', 'EventRecord10', 'NI10_R9', 'Resource13', 'OperationPlan1', 'ActionPostCondition1_OP1', 'Assistance', 'Service1', 'CustomerFacingService', 'Resource9', 'NL5', 'Agent15', 'Agent3', 'EventRecord2_TT8_Resolved', 'NL6', 'ProductModel4', 'Room2', 'bot#Site1', 'NI12_R10', 'Resource10', 'Resource7', 'ChangeRequest3', 'TroubleTicket2', 'ChangeRequest4', 'Application7', 'ApplicationModule3', 'Resource3', 'Server', 'Resource6', 'NI9_R8', 'Application2', 'Agent16', 'Resolution', 'NL10', 'ImmediateIntervention', 'OperationPlan4', 'ActionPostCondition1_OP4', 'EventRecord8', 'Informational', 'Development', 'EventRecord2_TT1_Resolved', 'TroubleTicketNote1_TT2', 'OperationPlan3', 'ActionPreCondition1_OP3', 'ProductModel5', 'ApplicationModule9', 'Agent1', 'Enterprise Customers', 'ApplicationModule4', 'Locus4', 'Room3', 'ActionPreCondition1_OP4', 'NI14_R13', 'jsmith', 'Agent7', 'Resource11', 'ApplicationModule10', 'NL11', 'Room4', 'bot#Site3', 'Application4', 'EventRecord3', 'NL4', 'Storage', 'ProductModel7', 'NI6_R5', 'SecurityPatch', 'NI15_R14', 'Agent14', 'restart_dns_command', 'P1', 'Normal', 'InterruptedService', 'ProductModel8', 'ProductModel2', 'TroubleTicketNote1_TT3', 'Customer', 'SoftwareUpgrade', 'Agent13', 'OperationPlan2', 'ActionPostCondition1_OP2', 'NL9', 'Agent11', 'Locus5', 'ProductModel3', 'Application10', 'platform', 'NI8_R6', 'ApplicationModule1', 'Service3', 'ResourceFacingService', 'tt1_freeze_start', 'NI1_R1', 'doc', 'network-service', 'NL7', 'Supervision', 'Phone', 'NL8', 'security', 'Minor', 'business-application', 'ChangeRequest5', 'tt1_freeze_end', 'Agent8', 'medium', 'Standard', 'The customer segment affected by the slow performance.', 'Planned', 'InternalIntervention', 'EventRecord9', 'ActionPreCondition1_OP1', 'bot#Site2', 'BSD-4-Clause', 'Service4', 'data-platform', 'Gold', 'Impacted Customer Segment', 'StandardProcedure', 'LoadBalancer', 'InternalIT', 'Agent6', 'ActionPostCondition1_OP3', 'Email', 'Agent20', 'noria-ontology-UC.png', 'CorruptedService', 'ProductModel10', 'jdoe', 'ActionPreCondition1_OP2', 'www.orange.com']
##################################################

##################################################
Knowledge Graph : /home/pdooze/DIGITAL_TWIN/gengraphllm/results/synthetics_graphs/2025-10-17/vertex_ai/gemini-2.5-flash/4_1_prompt_fully_created_by_AI_2025-10-17_17-01-50_Noria.ttl
Number of Nodes : 152
Number of edges : 322
cumulative number of nodes : 366
degree_histogram : [0, 51, 22, 19, 16, 9, 5, 2, 2, 4, 8, 4, 2, 0, 0, 0, 2, 3, 1, 2]
number of self loop : 0
####  KPIs ####
DiGraph density : 0.014029278494248867
cumulative density : 0.02486688983205765
Average degree connectivity : {17: 3.8627450980392157, 4: 6.609375, 11: 4.681818181818182, 9: 4.277777777777778, 5: 8.488888888888889, 12: 5.333333333333333, 3: 4.017543859649122, 7: 6.857142857142857, 19: 1.736842105263158, 2: 0.9318181818181818, 10: 5.225, 6: 1.8, 8: 1.0625, 1: 0.29411764705882354, 16: 2.8125, 18: 4.777777777777778}
#### Subject, Object, predicate ####
Resource_CoreRouter01,Locus_Rack_B1,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_CoreRouter01,Router,{'label': 'resourceType', 'color': 'white'}
Resource_CoreRouter01,App_InternalERP,{'label': 'resourceForApplication', 'color': 'white'}
Resource_CoreRouter01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_CoreRouter01,App_MonitoringPlatform,{'label': 'resourceForApplication', 'color': 'white'}
Resource_CoreRouter01,Agent_Network_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_CoreRouter01,App_CorporateWebsite,{'label': 'resourceForApplication', 'color': 'white'}
Resource_CoreRouter01,App_CustomerPortal,{'label': 'resourceForApplication', 'color': 'white'}
Resource_CoreRouter01,ProductModel_Juniper_MX480,{'label': 'resourceProductModel', 'color': 'white'}
Resource_CoreRouter01,10.0.0.1,{'label': 'resourceManagementIPAddress', 'color': 'white'}
Service_PublicWebAccess,Resource_CoreSwitch01,{'label': 'subSystemOf', 'color': 'white'}
Service_PublicWebAccess,AppMod_CorpWeb_Prod,{'label': 'subSystemOf', 'color': 'white'}
Service_PublicWebAccess,Resource_DB01,{'label': 'subSystemOf', 'color': 'white'}
Service_PublicWebAccess,AppMod_CustPort_Prod,{'label': 'subSystemOf', 'color': 'white'}
Service_PublicWebAccess,Agent_IT_Ops_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Service_PublicWebAccess,CustomerFacingService,{'label': 'serviceType', 'color': 'white'}
Service_PublicWebAccess,Resource_WebSrv01,{'label': 'subSystemOf', 'color': 'white'}
Service_PublicWebAccess,Resource_CoreRouter01,{'label': 'subSystemOf', 'color': 'white'}
Resource_CoreSwitch01,App_CorporateWebsite,{'label': 'resourceForApplication', 'color': 'white'}
Resource_CoreSwitch01,App_CustomerPortal,{'label': 'resourceForApplication', 'color': 'white'}
Resource_CoreSwitch01,Locus_Rack_B1,{'label': 'locatedAtLocus', 'color': 'white'}
Resource_CoreSwitch01,ProductModel_Cisco_Nexus_9K,{'label': 'resourceProductModel', 'color': 'white'}
Resource_CoreSwitch01,Agent_Network_Team,{'label': 'resourceManagedBy', 'color': 'white'}
Resource_CoreSwitch01,App_InternalERP,{'label': 'resourceForApplication', 'color': 'white'}
Resource_CoreSwitch01,Switch,{'label': 'resourceType', 'color': 'white'}
Resource_CoreSwitch01,InProduction,{'label': 'resourceUsageState', 'color': 'white'}
Resource_CoreSwitch01,App_MonitoringPlatform,{'label': 'resourceForApplication', 'color': 'white'}
Resource_CoreSwitch01,10.0.0.2,{'label': 'resourceManagementIPAddress', 'color': 'white'}
NI_CS01_Gi1_0_1,Physical,{'label': 'networkInterfaceType', 'color': 'white'}
NI_CS01_Gi1_0_1,Up,{'label': 'networkInterfaceOperationalStatus', 'color': 'white'}
NI_CS01_Gi1_0_1,Resource_CoreSwitch01,{'label': 'networkInterfaceOf', 'color': 'white'}
NL_CR01_CS01_Interconnect,Resource_CoreRouter01,{'label': 'networkLinkTerminationResourceOrigin', 'color': 'white'}
NL_CR01_CS01_Interconnect,NI_CR01_Gi0_0_1,{'label': 'networkInterfaceConnects', 'color': 'white'}
NL_CR01_CS01_Interconnect,Agent_Network_Team,{'label': 'resourceManagedBy', 'color': 'white'}
